row_id,system,task,model,vendor,harness,model_group,outcome
20250716_openhands_kimi_k2/pylint-dev__pylint-6528,20250716_openhands_kimi_k2,pylint-dev__pylint-6528,Kimi K2,Moonshot AI,OpenHands,Kimi K2,1
20250716_openhands_kimi_k2/sphinx-doc__sphinx-10466,20250716_openhands_kimi_k2,sphinx-doc__sphinx-10466,Kimi K2,Moonshot AI,OpenHands,Kimi K2,1
20250716_openhands_kimi_k2/sphinx-doc__sphinx-9367,20250716_openhands_kimi_k2,sphinx-doc__sphinx-9367,Kimi K2,Moonshot AI,OpenHands,Kimi K2,1
20250716_openhands_kimi_k2/sphinx-doc__sphinx-9673,20250716_openhands_kimi_k2,sphinx-doc__sphinx-9673,Kimi K2,Moonshot AI,OpenHands,Kimi K2,1
20250716_openhands_kimi_k2/sympy__sympy-13647,20250716_openhands_kimi_k2,sympy__sympy-13647,Kimi K2,Moonshot AI,OpenHands,Kimi K2,1
20250716_openhands_kimi_k2/sympy__sympy-14248,20250716_openhands_kimi_k2,sympy__sympy-14248,Kimi K2,Moonshot AI,OpenHands,Kimi K2,0
20250716_openhands_kimi_k2/sympy__sympy-24661,20250716_openhands_kimi_k2,sympy__sympy-24661,Kimi K2,Moonshot AI,OpenHands,Kimi K2,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/astropy__astropy-14096,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,astropy__astropy-14096,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-11099,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-11099,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-11532,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-11532,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-13810,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-13810,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-13933,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-13933,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-14034,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-14034,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,0
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-14238,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-14238,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-15525,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-15525,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-15554,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-15554,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-15695,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-15695,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,0
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/django__django-16145,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,django__django-16145,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/matplotlib__matplotlib-23299,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,matplotlib__matplotlib-23299,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,0
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/pydata__xarray-3305,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,pydata__xarray-3305,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/pylint-dev__pylint-6528,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,pylint-dev__pylint-6528,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,0
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/sphinx-doc__sphinx-10466,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,sphinx-doc__sphinx-10466,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/sphinx-doc__sphinx-9367,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,sphinx-doc__sphinx-9367,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/sphinx-doc__sphinx-9673,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,sphinx-doc__sphinx-9673,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/sympy__sympy-13647,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,sympy__sympy-13647,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/sympy__sympy-14248,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,sympy__sympy-14248,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,0
20250720_Lingxi-v1.5_claude-4-sonnet-20250514/sympy__sympy-24661,20250720_Lingxi-v1.5_claude-4-sonnet-20250514,sympy__sympy-24661,Claude 4 Sonnet,Anthropic,Lingxi-v1.5,Claude 4 Sonnet,1
20250725_sweagent_devstral_small_2507/astropy__astropy-14096,20250725_sweagent_devstral_small_2507,astropy__astropy-14096,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-11099,20250725_sweagent_devstral_small_2507,django__django-11099,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/django__django-11532,20250725_sweagent_devstral_small_2507,django__django-11532,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-13810,20250725_sweagent_devstral_small_2507,django__django-13810,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-13933,20250725_sweagent_devstral_small_2507,django__django-13933,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-14034,20250725_sweagent_devstral_small_2507,django__django-14034,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-14238,20250725_sweagent_devstral_small_2507,django__django-14238,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/django__django-15525,20250725_sweagent_devstral_small_2507,django__django-15525,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-15554,20250725_sweagent_devstral_small_2507,django__django-15554,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-15695,20250725_sweagent_devstral_small_2507,django__django-15695,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/django__django-16145,20250725_sweagent_devstral_small_2507,django__django-16145,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/matplotlib__matplotlib-23299,20250725_sweagent_devstral_small_2507,matplotlib__matplotlib-23299,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/pydata__xarray-3305,20250725_sweagent_devstral_small_2507,pydata__xarray-3305,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/pylint-dev__pylint-6528,20250725_sweagent_devstral_small_2507,pylint-dev__pylint-6528,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/sphinx-doc__sphinx-10466,20250725_sweagent_devstral_small_2507,sphinx-doc__sphinx-10466,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/sphinx-doc__sphinx-9367,20250725_sweagent_devstral_small_2507,sphinx-doc__sphinx-9367,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/sphinx-doc__sphinx-9673,20250725_sweagent_devstral_small_2507,sphinx-doc__sphinx-9673,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/sympy__sympy-13647,20250725_sweagent_devstral_small_2507,sympy__sympy-13647,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250725_sweagent_devstral_small_2507/sympy__sympy-14248,20250725_sweagent_devstral_small_2507,sympy__sympy-14248,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,0
20250725_sweagent_devstral_small_2507/sympy__sympy-24661,20250725_sweagent_devstral_small_2507,sympy__sympy-24661,DevStral Small 2507,Mistral,SWE-agent,DevStral Small 2507,1
20250728_zai_glm4-5/astropy__astropy-14096,20250728_zai_glm4-5,astropy__astropy-14096,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/django__django-11099,20250728_zai_glm4-5,django__django-11099,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/django__django-11532,20250728_zai_glm4-5,django__django-11532,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/django__django-13810,20250728_zai_glm4-5,django__django-13810,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/django__django-13933,20250728_zai_glm4-5,django__django-13933,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/django__django-14034,20250728_zai_glm4-5,django__django-14034,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/django__django-14238,20250728_zai_glm4-5,django__django-14238,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/django__django-15525,20250728_zai_glm4-5,django__django-15525,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/django__django-15554,20250728_zai_glm4-5,django__django-15554,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/django__django-15695,20250728_zai_glm4-5,django__django-15695,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/django__django-16145,20250728_zai_glm4-5,django__django-16145,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/matplotlib__matplotlib-23299,20250728_zai_glm4-5,matplotlib__matplotlib-23299,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/pydata__xarray-3305,20250728_zai_glm4-5,pydata__xarray-3305,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/pylint-dev__pylint-6528,20250728_zai_glm4-5,pylint-dev__pylint-6528,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/sphinx-doc__sphinx-10466,20250728_zai_glm4-5,sphinx-doc__sphinx-10466,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/sphinx-doc__sphinx-9367,20250728_zai_glm4-5,sphinx-doc__sphinx-9367,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/sphinx-doc__sphinx-9673,20250728_zai_glm4-5,sphinx-doc__sphinx-9673,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/sympy__sympy-13647,20250728_zai_glm4-5,sympy__sympy-13647,,,,unknown:20250728_zai_glm4-5,1
20250728_zai_glm4-5/sympy__sympy-14248,20250728_zai_glm4-5,sympy__sympy-14248,,,,unknown:20250728_zai_glm4-5,0
20250728_zai_glm4-5/sympy__sympy-24661,20250728_zai_glm4-5,sympy__sympy-24661,,,,unknown:20250728_zai_glm4-5,1
20250731_harness_ai/astropy__astropy-14096,20250731_harness_ai,astropy__astropy-14096,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-11099,20250731_harness_ai,django__django-11099,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-11532,20250731_harness_ai,django__django-11532,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-13810,20250731_harness_ai,django__django-13810,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-13933,20250731_harness_ai,django__django-13933,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-14034,20250731_harness_ai,django__django-14034,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,0
20250731_harness_ai/django__django-14238,20250731_harness_ai,django__django-14238,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-15525,20250731_harness_ai,django__django-15525,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-15554,20250731_harness_ai,django__django-15554,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/django__django-15695,20250731_harness_ai,django__django-15695,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,0
20250731_harness_ai/django__django-16145,20250731_harness_ai,django__django-16145,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/matplotlib__matplotlib-23299,20250731_harness_ai,matplotlib__matplotlib-23299,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,0
20250731_harness_ai/pydata__xarray-3305,20250731_harness_ai,pydata__xarray-3305,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/pylint-dev__pylint-6528,20250731_harness_ai,pylint-dev__pylint-6528,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/sphinx-doc__sphinx-10466,20250731_harness_ai,sphinx-doc__sphinx-10466,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/sphinx-doc__sphinx-9367,20250731_harness_ai,sphinx-doc__sphinx-9367,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/sphinx-doc__sphinx-9673,20250731_harness_ai,sphinx-doc__sphinx-9673,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/sympy__sympy-13647,20250731_harness_ai,sympy__sympy-13647,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250731_harness_ai/sympy__sympy-14248,20250731_harness_ai,sympy__sympy-14248,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,0
20250731_harness_ai/sympy__sympy-24661,20250731_harness_ai,sympy__sympy-24661,Claude Sonnet 4,Anthropic,Harness AI,Claude Sonnet 4,1
20250804_codesweep_sweagent_kimi_k2_instruct/astropy__astropy-14096,20250804_codesweep_sweagent_kimi_k2_instruct,astropy__astropy-14096,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-11099,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-11099,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-11532,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-11532,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-13810,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-13810,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-13933,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-13933,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-14034,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-14034,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-14238,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-14238,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-15525,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-15525,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-15554,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-15554,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-15695,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-15695,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/django__django-16145,20250804_codesweep_sweagent_kimi_k2_instruct,django__django-16145,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/matplotlib__matplotlib-23299,20250804_codesweep_sweagent_kimi_k2_instruct,matplotlib__matplotlib-23299,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/pydata__xarray-3305,20250804_codesweep_sweagent_kimi_k2_instruct,pydata__xarray-3305,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/pylint-dev__pylint-6528,20250804_codesweep_sweagent_kimi_k2_instruct,pylint-dev__pylint-6528,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/sphinx-doc__sphinx-10466,20250804_codesweep_sweagent_kimi_k2_instruct,sphinx-doc__sphinx-10466,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/sphinx-doc__sphinx-9367,20250804_codesweep_sweagent_kimi_k2_instruct,sphinx-doc__sphinx-9367,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/sphinx-doc__sphinx-9673,20250804_codesweep_sweagent_kimi_k2_instruct,sphinx-doc__sphinx-9673,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/sympy__sympy-13647,20250804_codesweep_sweagent_kimi_k2_instruct,sympy__sympy-13647,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_codesweep_sweagent_kimi_k2_instruct/sympy__sympy-14248,20250804_codesweep_sweagent_kimi_k2_instruct,sympy__sympy-14248,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,0
20250804_codesweep_sweagent_kimi_k2_instruct/sympy__sympy-24661,20250804_codesweep_sweagent_kimi_k2_instruct,sympy__sympy-24661,Kimi K2 Instruct,Moonshot AI,CodeSweep - SWE-agent,Kimi K2 Instruct,1
20250804_epam-ai-run-claude-4-sonnet/astropy__astropy-14096,20250804_epam-ai-run-claude-4-sonnet,astropy__astropy-14096,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-11099,20250804_epam-ai-run-claude-4-sonnet,django__django-11099,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-11532,20250804_epam-ai-run-claude-4-sonnet,django__django-11532,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-13810,20250804_epam-ai-run-claude-4-sonnet,django__django-13810,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-13933,20250804_epam-ai-run-claude-4-sonnet,django__django-13933,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-14034,20250804_epam-ai-run-claude-4-sonnet,django__django-14034,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,0
20250804_epam-ai-run-claude-4-sonnet/django__django-14238,20250804_epam-ai-run-claude-4-sonnet,django__django-14238,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-15525,20250804_epam-ai-run-claude-4-sonnet,django__django-15525,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-15554,20250804_epam-ai-run-claude-4-sonnet,django__django-15554,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/django__django-15695,20250804_epam-ai-run-claude-4-sonnet,django__django-15695,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,0
20250804_epam-ai-run-claude-4-sonnet/django__django-16145,20250804_epam-ai-run-claude-4-sonnet,django__django-16145,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/matplotlib__matplotlib-23299,20250804_epam-ai-run-claude-4-sonnet,matplotlib__matplotlib-23299,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,0
20250804_epam-ai-run-claude-4-sonnet/pydata__xarray-3305,20250804_epam-ai-run-claude-4-sonnet,pydata__xarray-3305,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/pylint-dev__pylint-6528,20250804_epam-ai-run-claude-4-sonnet,pylint-dev__pylint-6528,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/sphinx-doc__sphinx-10466,20250804_epam-ai-run-claude-4-sonnet,sphinx-doc__sphinx-10466,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/sphinx-doc__sphinx-9367,20250804_epam-ai-run-claude-4-sonnet,sphinx-doc__sphinx-9367,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/sphinx-doc__sphinx-9673,20250804_epam-ai-run-claude-4-sonnet,sphinx-doc__sphinx-9673,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/sympy__sympy-13647,20250804_epam-ai-run-claude-4-sonnet,sympy__sympy-13647,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250804_epam-ai-run-claude-4-sonnet/sympy__sympy-14248,20250804_epam-ai-run-claude-4-sonnet,sympy__sympy-14248,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,0
20250804_epam-ai-run-claude-4-sonnet/sympy__sympy-24661,20250804_epam-ai-run-claude-4-sonnet,sympy__sympy-24661,Claude 4 Sonnet,Anthropic,EPAM AI/Run Developer Agent,Claude 4 Sonnet,1
20250806_SWE-Exp_DeepSeek-V3/astropy__astropy-14096,20250806_SWE-Exp_DeepSeek-V3,astropy__astropy-14096,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-11099,20250806_SWE-Exp_DeepSeek-V3,django__django-11099,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-11532,20250806_SWE-Exp_DeepSeek-V3,django__django-11532,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-13810,20250806_SWE-Exp_DeepSeek-V3,django__django-13810,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-13933,20250806_SWE-Exp_DeepSeek-V3,django__django-13933,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-14034,20250806_SWE-Exp_DeepSeek-V3,django__django-14034,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,0
20250806_SWE-Exp_DeepSeek-V3/django__django-14238,20250806_SWE-Exp_DeepSeek-V3,django__django-14238,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-15525,20250806_SWE-Exp_DeepSeek-V3,django__django-15525,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/django__django-15554,20250806_SWE-Exp_DeepSeek-V3,django__django-15554,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,0
20250806_SWE-Exp_DeepSeek-V3/django__django-15695,20250806_SWE-Exp_DeepSeek-V3,django__django-15695,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,0
20250806_SWE-Exp_DeepSeek-V3/django__django-16145,20250806_SWE-Exp_DeepSeek-V3,django__django-16145,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/matplotlib__matplotlib-23299,20250806_SWE-Exp_DeepSeek-V3,matplotlib__matplotlib-23299,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,0
20250806_SWE-Exp_DeepSeek-V3/pydata__xarray-3305,20250806_SWE-Exp_DeepSeek-V3,pydata__xarray-3305,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/pylint-dev__pylint-6528,20250806_SWE-Exp_DeepSeek-V3,pylint-dev__pylint-6528,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,0
20250806_SWE-Exp_DeepSeek-V3/sphinx-doc__sphinx-10466,20250806_SWE-Exp_DeepSeek-V3,sphinx-doc__sphinx-10466,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/sphinx-doc__sphinx-9367,20250806_SWE-Exp_DeepSeek-V3,sphinx-doc__sphinx-9367,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,1
20250806_SWE-Exp_DeepSeek-V3/sphinx-doc__sphinx-9673,20250806_SWE-Exp_DeepSeek-V3,sphinx-doc__sphinx-9673,,,,unknown:20250806_SWE-Exp_DeepSeek-V3,0
